"Date","RegionID","RegionName","State","Metro","County","City","SizeRank","Zhvi","MoM","QoQ","YoY","5Year","10Year","PeakMonth","PeakQuarter","PeakZHVI","PctFallFromPeak","LastTimeAtCurrZHVI"
2017-05-31,59425,"04270","ME",,"Oxford","Town of Oxford",9083,137600,0.00732064421669107,0.0307116104868914,0.270544783010157,0.0629579777922911,-0.00970796656568296,"2005-10","2005-Q4",175700,-0.216846898121799,"2004-04"
2017-05-31,79712,"49346","MI","Big Rapids","Mecosta","Stanwood",9084,136100,-0.0058436815193572,-0.00438917337234821,0.042911877394636,0.0214458339882186,-0.0133640148212505,"2003-08","2003-Q3",161100,-0.155183116076971,"2000-06"
2017-05-31,79459,"48888","MI","Grand Rapids","Montcalm","Stanton",9085,88900,-0.00224466891133558,0.0125284738041002,0.0788834951456311,0.0643002262661656,-0.00100677613931965,"2005-12","2005-Q4",99400,-0.105633802816901,"2004-08"
2017-05-31,91549,"76691","TX","Waco","McLennan","West",9086,126300,-0.00472813238770686,0.0193704600484262,0.0859845227858985,0.0444843293043276,0.026429324356056,"2017-04","2017-Q2",126900,-0.00472813238770686,"2017-04"
2017-05-31,66768,"21084","MD","Baltimore","Harford","Jarrettsville",9087,341400,0.00382240517494854,0.0076741440377804,0,0.0233421475214333,-0.0152474050163418,"2007-06","2007-Q2",398200,-0.142641888498242,"2005-02"
2017-05-31,71381,"31028","GA","Warner Robins","Houston","Centerville",9088,122800,0.007383100902379,0.0157154673283706,0.0345408593091828,0.0107623984857932,-0.00121336156122509,"2008-06","2008-Q2",126400,-0.0284810126582278,"2006-09"
2017-05-31,99237,"97378","OR","Portland","Yamhill","Sheridan",9089,179000,0.00674915635545557,0.0187820147979511,0.127914303717706,0.0770533470485519,0.00854463105551306,"2017-05","2017-Q2",179000,0,"2017-05"
2017-05-31,399587,"34291","FL","North Port-Sarasota-Bradenton","Sarasota","North Port",9090,190000,0.00105374077976818,0.00316789862724393,0.0875787063537493,0.110306908544472,-0.00713303802202958,"2005-12","2005-Q4",241000,-0.211618257261411,"2005-02"
2017-05-31,96755,"92250","CA","El Centro","Imperial","Holtville",9091,190800,0.00526870389884088,0.0176,0.0582362728785358,0.119308260900771,-0.0159140412422267,"2006-08","2006-Q3",242600,-0.213520197856554,"2005-05"
2017-05-31,60520,"07004","NJ","New York","Essex","Fairfield",9092,507100,-0.0168670027142303,-0.0404919583727531,0.0682536338740257,0.0357602146495912,-0.014036948124506,"2007-03","2007-Q1",588800,-0.138756793478261,"2004-11"
2017-05-31,84386,"60135","IL","Chicago","DeKalb","Genoa",9093,159900,-0.000625,0.00883280757097792,0.0575396825396825,0.0406757474622796,-0.0195991875805965,"2006-04","2006-Q2",196400,-0.185845213849287,"2003-11"
2017-05-31,64536,"16316","PA","Meadville","Crawford","Conneaut Lakeshore",9094,123500,0.0016220600162206,-0.0135782747603834,0.0609965635738832,0.0219400967856285,,"2017-02","2017-Q1",125200,-0.0135782747603834,"2017-01"
2017-05-31,97371,"93625","CA","Fresno","Fresno","Fowler",9095,236200,0.0102651839178785,0.0368744512730465,0.0707162284678151,0.0764790153927812,-0.0115137391484392,"2006-05","2006-Q2",281800,-0.161816891412349,"2005-04"
2017-05-31,77914,"46017","IN","Indianapolis","Madison","Chesterfield",9096,82200,0.00982800982800983,0.0326633165829146,0.0287859824780976,0.0251491108871325,-0.00600143508922657,"2005-06","2005-Q2",100500,-0.182089552238806,"2001-02"
2017-05-31,63186,"13624","NY","Watertown","Jefferson","Town of Clayton",9097,151800,-0.01171875,-0.0256739409499358,0.0476190476190476,-0.000657462764496186,0.0165660248792399,"2010-11","2010-Q4",158200,-0.0404551201011378,"2010-08"
2017-05-31,58485,"01775","MA","Boston","Middlesex","Stow",9098,499300,0.00422365245374095,0.0123682076236821,0.0655142979086641,0.0450332873730694,0.00931208440683018,"2017-05","2017-Q2",499300,0,"2017-05"
2017-05-31,99021,"97016","OR","Portland","Columbia","Clatskanie",9099,204700,0.0113636363636364,0.0396140172676486,0.178468624064479,0.0640142150137795,0.0128856375221058,"2017-05","2017-Q2",204700,0,"2017-05"
2017-05-31,61013,"08221","NJ","Atlantic City","Atlantic","Linwood",9100,229200,-0.00563991323210412,-0.0171526586620926,0.0287253141831239,-0.00875315253575593,-0.0435071887821673,"2006-06","2006-Q2",384300,-0.403590944574551,"2002-10"
2017-05-31,77116,"44302","OH","Akron","Summit","Akron",9101,79100,0.00126582278481013,0.0128040973111396,0.018018018018018,0.0172974890737432,-0.0106057521391216,"2005-01","2005-Q1",90300,-0.124031007751938,"2002-04"
2017-05-31,79273,"48611","MI","Bay City","Bay","Auburn",9102,114800,0.00262008733624454,0.0141342756183746,0.0295964125560538,0.0251343514084432,-0.000347765953029988,"2005-02","2005-Q1",119600,-0.040133779264214,"2004-08"
2017-05-31,90307,"74120","OK","Tulsa","Tulsa","Tulsa",9103,165800,-0.0264239577216676,-0.0247058823529412,-0.0224056603773585,0.0463346662216095,,"2016-10","2016-Q4",174800,-0.051487414187643,"2016-02"
2017-05-31,89756,"72774","AR","Fayetteville","Washington","West Fork",9104,138700,0.00289226319595083,0.00653120464441219,0.0563594821020564,0.0486047672718022,0.0104542265390337,"2016-11","2016-Q4",139800,-0.00786838340486409,"2016-10"
2017-05-31,69993,"28512","NC","Morehead City","Carteret","Atlantic Beach",9105,301200,0.0158516020236088,0.031153714481342,0.0502092050209205,0.016379314294108,-0.0432758506122867,"2007-04","2007-Q2",473100,-0.363348129359543,"2004-09"
2017-05-31,75185,"39168","MS",,"Smith","Taylorsville",9106,100500,-0.00789733464955577,-0.013738959764475,0.00903614457831325,0.0214086378005975,0.037870774331956,"2017-03","2017-Q1",101900,-0.013738959764475,"2016-11"
2017-05-31,94129,"83341","ID","Twin Falls","Twin Falls","Kimberly",9107,177200,-0.000564015792442188,0.00282965478211658,0.0166379804934022,0.0280625955174283,-0.00156655294486463,"2009-04","2009-Q2",183000,-0.0316939890710383,
2017-05-31,74111,"37025","TN","Nashville","Hickman","Bon Aqua",9108,139700,0.0123188405797101,0.0363501483679525,0.120288692862871,0.0591733007374338,0.0149788484781357,"2017-05","2017-Q2",139700,0,"2017-05"
2017-05-31,62291,"11942","NY","New York","Suffolk","East Quogue",9109,629200,0.038798084860492,0.103859649122807,0.153225806451613,0.0476704877330616,-0.00239968126994294,"2006-10","2006-Q4",680100,-0.0748419350095574,"2005-12"
2017-05-31,69313,"27350","NC","Greensboro","Randolph","Sophia",9110,130800,0.005380476556495,0.0131680867544539,0.0677551020408163,0.0346809336800906,,"2017-05","2017-Q2",130800,0,"2017-05"
2017-05-31,73945,"36572","AL","Mobile","Mobile","Satsuma",9111,140800,0.00142247510668563,0.0158730158730159,0.0602409638554217,0.0333488248185219,0.00266653461154864,"2008-10","2008-Q4",148500,-0.0518518518518519,"2007-10"
2017-05-31,85332,"62203","IL","St. Louis","Saint Clair","East Saint Louis",9112,44600,0.0045045045045045,-0.00223713646532438,0.0396270396270396,0.00316891822802257,-0.0154229382694369,"2008-01","2008-Q1",59300,-0.247892074198988,"2002-04"
2017-05-31,75104,"39038","MS",,"Humphreys","Belzoni",9113,68300,0.00146627565982405,-0.0043731778425656,0.0475460122699387,0.0108885666199734,,"2009-11","2009-Q4",68900,-0.00870827285921625,"2009-08"
2017-05-31,66791,"21131","MD","Baltimore","Baltimore","Phoenix",9114,492300,-0.00323952217047985,-0.00323952217047985,0.0117139334155364,0.0177237748199903,-0.0143748950027267,"2006-06","2006-Q2",600400,-0.180046635576282,"2004-11"
2017-05-31,69507,"27807","NC","Rocky Mount","Nash","Bailey",9115,125600,0.0104585679806919,0.0244698205546493,-0.011801730920535,0.0129053611446959,0.00128289104450063,"2015-12","2015-Q4",129400,-0.0293663060278207,"2015-10"
2017-05-31,89019,"71322","LA",,"Avoyelles","Bunkie",9116,95900,-0.00104166666666667,-0.0332661290322581,0.0584988962472406,0.0506724820657312,0.0299402710151144,"2016-11","2016-Q4",101200,-0.0523715415019763,"2016-10"
2017-05-31,60769,"07720","NJ","New York","Monmouth","Bradley Beach",9117,516300,0,0.00780792504391958,0.00780792504391958,0.0370649880888381,-0.00639337129948048,"2006-03","2006-Q1",569200,-0.092937456078707,"2005-06"
2017-05-31,60114,"06057","CT","Torrington","Litchfield","New Hartford",9118,253400,-0.00353912701533622,-0.00549450549450549,0.0292445166531275,0.012108877605187,-0.0172625026079859,"2007-08","2007-Q3",304300,-0.167269142293789,"2004-07"
2017-05-31,58521,"01860","MA","Boston","Essex","Merrimac",9119,376900,0.00910307898259705,0.0233505294596796,0.0836687751581369,0.0578614067460768,0.00853252196773768,"2017-05","2017-Q2",376900,0,"2017-05"
2017-05-31,62779,"12834","NY","Glens Falls","Washington","Town of Greenwich",9120,153900,-0.0140935297885971,-0.0302457466918715,0.0440976933514247,0.0186762708144679,-0.0105385898126162,"2007-06","2007-Q2",171400,-0.102100350058343,"2006-06"
2017-05-31,97098,"93022","CA","Ventura","Ventura","Oak View",9121,552600,0.0029038112522686,0.0334767159154666,0.0325112107623318,0.113099975013375,-0.00335735850010266,"2006-01","2006-Q1",624500,-0.115132105684548,"2005-03"
2017-05-31,99195,"97325","OR","Salem","Marion","Aumsville",9122,249800,0.00725806451612903,0.0200081665986117,0.114680946006247,0.0727899902892464,0.014785443495211,"2017-05","2017-Q2",249800,0,"2017-05"
2017-05-31,74540,"37885","TN",,"Monroe","Vonore",9123,197400,-0.00303030303030303,0.00203045685279188,0.11336717428088,0.0291299269095415,0,"2008-03","2008-Q1",208000,-0.0509615384615385,"2007-08"
2017-05-31,65748,"19076","PA","Philadelphia","Delaware","Prospect Park",9124,154900,0.00323834196891192,0.0164041994750656,0.0402955003357958,0.00155662966779424,-0.018235839349893,"2007-07","2007-Q3",186700,-0.170326727370112,"2005-03"
2017-05-31,70950,"30184","GA","Atlanta","Bartow","White",9125,169400,0.00773349196906603,0.01194743130227,0.0667506297229219,0.0749945927322435,,"2017-05","2017-Q2",169400,0,"2017-05"
2017-05-31,77103,"44273","OH","Cleveland","Medina","Seville",9126,174700,0.00287026406429392,0.0115807759119861,0.0783950617283951,0.0289068401895392,0.0079498799391724,"2017-05","2017-Q2",174700,0,"2017-05"
2017-05-31,98315,"95619","CA","Sacramento","El Dorado","Diamond Springs",9127,284000,-0.00525394045534151,0.0124777183600713,0.105058365758755,0.127587304070238,-0.0166145804135467,"2006-07","2006-Q3",356200,-0.202695115103874,"2004-10"
2017-05-31,70253,"29003","SC",,"Bamberg","Bamberg",9128,77300,0.0117801047120419,0.0389784946236559,0.284053156146179,0.0779956157638253,,"2017-05","2017-Q2",77300,0,"2017-05"
2017-05-31,74251,"37220","TN","Nashville","Davidson","Nashville",9129,458000,0.0077007700770077,0.0189098998887653,0.0738569753810082,0.0773907011755766,0.0338231024562563,"2017-05","2017-Q2",458000,0,"2017-05"
2017-05-31,62075,"11363","NY","New York","Queens","New York",9130,950000,0.00731629731735765,0.0308159722222222,0.0808965752645352,0.0502681844788739,0.00873138055092437,"2017-05","2017-Q2",950000,0,"2017-05"
2017-05-31,74662,"38126","TN","Memphis","Shelby","Memphis",9131,69300,0.0131578947368421,0.0251479289940828,0.098256735340729,0.0351730000621726,,"2017-05","2017-Q2",69300,0,"2017-05"
2017-05-31,77385,"44889","OH","Norwalk","Huron","Wakeman",9132,163400,0.00801974090067859,0.0322173089071383,0.11156462585034,0.0487385633931121,0.0130007367699896,"2017-05","2017-Q2",163400,0,"2017-05"
2017-05-31,77961,"46106","IN","Indianapolis","Johnson","Bargersville",9133,155600,0.00257731958762887,0.0130208333333333,0.0760719225449516,0.0339148272543295,0.0114181310596617,"2017-05","2017-Q2",155600,0,"2017-05"
2017-05-31,79171,"48380","MI","Detroit","Oakland","Milford Township",9134,351600,0.00600858369098712,0.0158913608783589,0.0439429928741093,0.0736967352830864,0.0158624179589912,"2017-05","2017-Q2",351600,0,"2017-05"
2017-05-31,82237,"55386","MN","Minneapolis-St Paul","Carver","Victoria",9135,397100,-0.00650487865899424,0.00429944360141629,0.0637556924725422,0.0410786007291617,0.00638858852824087,"2017-04","2017-Q2",399700,-0.00650487865899425,"2017-04"
2017-05-31,78253,"46767","IN","Kendallville","Noble","Ligonier",9136,104000,0.0116731517509728,0.04,0.130434782608696,0.0559944399424535,0.004736470266131,"2006-09","2006-Q3",111300,-0.0655884995507637,"2005-03"
2017-05-31,62459,"12186","NY","Albany","Albany","New Scotland",9137,242700,-0.0142160844841592,-0.0134146341463415,0.070577856197618,0.0206703050016122,0.000412967750024196,"2017-03","2017-Q1",248200,-0.0221595487510073,"2017-02"
2017-05-31,60663,"07422","NJ","New York","Sussex","Highland Lake",9138,203600,0.0109235352532274,0.0329781836631152,0.0637408568443051,0.0189048013848072,-0.0218363781184209,"2006-05","2006-Q2",263600,-0.227617602427921,"2003-12"
2017-05-31,84351,"60096","IL","Chicago","Lake","Winthrop Harbor",9139,156300,0.00320924261874198,0.0149350649350649,0.0385382059800664,0.0231498404228885,-0.0283583421369265,"2007-08","2007-Q3",209800,-0.255004766444233,"2001-05"
2017-05-31,98893,"96756","HI","Kapaa","Kauai","Koloa",9140,733200,0.00963921784632333,0.158110882956879,0.159392789373814,,,"2017-05","2017-Q2",733200,0,"2017-05"
2017-05-31,70941,"30173","GA","Rome","Floyd","Silver Creek",9141,120800,0.00499168053244592,0.000828500414250207,0.0211327134404057,0.0435744155578359,-0.00420569334178789,"2007-12","2007-Q4",129500,-0.0671814671814672,"2006-02"
2017-05-31,65563,"18655","PA","Scranton","Luzerne","Union Township",9142,126700,0.0300813008130081,0.0950734658599827,0.113356766256591,0.0284847563121349,0.0218216197807686,"2017-05","2017-Q2",126700,0,"2017-05"
2017-05-31,89942,"73117","OK","Oklahoma City","Oklahoma","Oklahoma City",9143,62400,-0.035548686244204,-0.0385208012326656,0.179584120982987,0.0478316883027574,,"2017-03","2017-Q1",66600,-0.0630630630630631,"2017-02"
2017-05-31,78267,"46783","IN","Huntington","Huntington","Roanoke",9144,162800,-0.000613873542050338,0.0187734668335419,-0.0239808153477218,0.0184204659678624,0.00748593901532124,"2015-10","2015-Q4",185200,-0.120950323974082,"2015-05"
2017-05-31,71506,"31321","GA","Savannah","Bryan","Pembroke",9145,133900,0.00752445447705041,0.00299625468164794,-0.0168869309838473,0.0154809447072908,0.00334682531066921,"2009-07","2009-Q3",151400,-0.11558784676354,"2009-01"
2017-05-31,74748,"38310","TN",,"McNairy","Adamsville",9146,75000,-0.00265957446808511,0.0204081632653061,0.104565537555228,0.0335246270464675,,"2017-04","2017-Q2",75200,-0.00265957446808511,"2017-03"
2017-05-31,78427,"47060","IN","Cincinnati","Dearborn","West Harrison",9147,175300,0.0121247113163972,0.0311764705882353,0.0132947976878613,0.0230786776523064,0.00522402423205937,"2016-02","2016-Q1",178000,-0.0151685393258427,"2015-12"
2017-05-31,67100,"21904","MD","Philadelphia","Cecil","Port Deposit",9148,224300,-0.00089086859688196,-0.00089086859688196,0.0135562584726615,0.0127807420675574,-0.019349139928308,"2006-08","2006-Q3",276200,-0.187907313540912,"2005-03"
2017-05-31,62937,"13073","NY","Ithaca","Tompkins","Town of Groton",9149,137000,0.00513573000733676,0.00957995578481946,0.00883652430044183,0.0232953028915799,0.0235971850846928,"2017-05","2017-Q2",137000,0,"2017-05"
2017-05-31,66571,"20711","MD","Baltimore","Anne Arundel","Lothian",9150,425200,0.000470588235294118,-0.00234631628343501,0.0253195080781288,0.023109418345739,-0.008244701570575,"2006-03","2006-Q1",491100,-0.134188556302179,"2005-03"
2017-05-31,65876,"19352","PA","Philadelphia","Chester","New London Township",9151,321700,-0.00186161960905988,-0.00464108910891089,0.0320821302534488,0.0211053130956154,-0.00516566468171775,"2007-10","2007-Q4",342300,-0.0601811276657902,"2006-01"
2017-05-31,74717,"38225","TN","Martin","Weakley","Dresden",9152,70800,-0.00701262272089762,-0.020746887966805,0.00711237553342816,0.0181828916880131,0.00257856841382331,"2017-02","2017-Q1",72300,-0.020746887966805,"2016-09"
2017-05-31,75871,"41016","KY","Cincinnati","Kenton","Ludlow",9153,98600,0,0.0175438596491228,0.11036036036036,0.0294033488347802,0.0153116056255993,"2017-05","2017-Q2",98600,0,"2017-05"
2017-05-31,60395,"06612","CT","Stamford","Fairfield","Easton",9154,585900,-0.00509424350483953,-0.010136847440446,-0.0249625561657514,0.00116466591938647,-0.0189314499837788,"2006-03","2006-Q1",727500,-0.194639175257732,"2003-07"
2017-05-31,80986,"52411","IA","Cedar Rapids","Linn","Cedar Rapids",9155,292200,0.0336045277679519,0.0754508649245491,0.0163478260869565,0.0204279886468584,0.014308873367207,"2016-07","2016-Q3",294000,-0.00612244897959184,"2016-07"
2017-05-31,69732,"28124","NC","Charlotte","Cabarrus","Mount Pleasant",9156,172100,0.0064327485380117,0.0250148898153663,0.0348767288033674,0.0306324942776899,0.015544328258867,"2017-05","2017-Q2",172100,0,"2017-05"
2017-05-31,58795,"02537","MA","Cape Cod","Barnstable","East Sandwich",9157,432500,0.0109864422627396,0.033452807646356,0.0708096063382025,0.036801894226971,0.00121033023136197,"2005-04","2005-Q2",444400,-0.0267776777677768,"2004-09"
2017-05-31,62771,"12822","NY","Albany","Saratoga","Town of Corinth",9158,160300,0,0.0113564668769716,0.0483976455199477,0.0156836799965767,0.0146517978042535,"2017-05","2017-Q2",160300,0,"2017-05"
2017-05-31,64788,"16870","PA","State College","Centre","Patton Township",9159,303500,0.00297422339722406,0.0181147266018115,0.0415236787920384,0.0354370551260368,0.0232414847272602,"2017-05","2017-Q2",303500,0,"2017-05"
2017-05-31,75411,"39744","MS",,"Webster","Eupora",9160,87300,0.0046029919447641,0.0069204152249135,0.0492788461538462,0.0116199988947545,,"2017-05","2017-Q2",87300,0,"2017-05"
2017-05-31,88052,"68528","NE","Lincoln","Lancaster","Lincoln",9161,151300,0.010688042752171,0.0285520054384772,0.0647431386347642,0.0421162667916346,0.0223457895394319,"2017-05","2017-Q2",151300,0,"2017-05"
2017-05-31,67404,"22824","VA",,"Shenandoah","Edinburg",9162,185500,0.00324499729583559,0.0114503816793893,0.100237247924081,0.0377870690850688,-0.0082393191383564,"2005-12","2005-Q4",232600,-0.202493551160791,"2005-04"
2017-05-31,65352,"18078","PA","Allentown","Lehigh","North Whitehall Township",9163,272700,-0.0010989010989011,0.00590188122464035,0.0357007216103304,0.0171276992810718,,"2010-08","2010-Q3",274500,-0.00655737704918033,
2017-05-31,61112,"08558","NJ","New York","Somerset","Montgomery Township",9164,676600,-0.014994904644053,-0.0302422244517701,-0.0122627737226277,0.0120716165083654,-0.00689902371297102,"2006-05","2006-Q2",785900,-0.13907621834839,"2004-08"
2017-05-31,86296,"64040","MO","Warrensburg","Johnson","Holden",9165,130900,0.0131578947368421,0.0123743232791957,0.0131578947368421,,,"2016-09","2016-Q3",134800,-0.0289317507418398,"2016-07"
2017-05-31,63049,"13316","NY","Utica","Oneida","Town of Camden",9166,96600,-0.00617283950617284,-0.00719424460431655,0.0125786163522013,0.0358536996478929,0.0146799178989019,"2017-03","2017-Q1",97700,-0.0112589559877175,"2017-02"
2017-05-31,73226,"34946","FL","Port St. Lucie","Saint Lucie","Fort Pierce",9167,110300,0.00455373406193078,0.0308411214953271,0.316229116945107,0.138360820083183,-0.0263086720590194,"2007-10","2007-Q4",144200,-0.235090152565881,"2005-06"
2017-05-31,86838,"65548","MO","West Plains","Howell","Mountain View",9168,112900,-0.0017683465959328,0.0171171171171171,0.14852492370295,0.0377630913794329,,"2017-04","2017-Q2",113100,-0.0017683465959328,"2017-04"
2017-05-31,73822,"36312","AL","Dothan","Houston","Ashford",9169,124100,0.00812347684809098,0.0350291909924937,0.0324459234608985,0.0214603595996028,-0.00440391411653063,"2008-11","2008-Q4",139900,-0.112937812723374,"2006-07"
2017-05-31,59235,"03841","NH","Boston","Rockingham","Hampstead",9170,328700,-0.0021250758955677,0.0092109303039607,0.0508312020460358,0.0557564113883351,0.00240447939049693,"2006-04","2006-Q2",344900,-0.046970136271383,"2005-02"
2017-05-31,76985,"44081","OH","Cleveland","Lake","Perry",9171,168700,0,0.00536352800953516,0.0193353474320242,0.0248711120643756,-0.00657283933097774,"2006-09","2006-Q3",181500,-0.0705234159779614,"2004-04"
2017-05-31,88599,"70446","LA","Hammond","Tangipahoa","Loranger",9172,168900,0.00237388724035608,0.0279975654290931,0.130522088353414,0.0185102457671846,,"2017-05","2017-Q2",168900,0,"2017-05"
2017-05-31,68591,"25387","WV","Charleston","Kanawha","Charleston",9173,63800,-0.00156494522691706,0.0047244094488189,0.0126984126984127,0.0174965902492263,0.0392812567179841,"2016-11","2016-Q4",65600,-0.0274390243902439,"2016-06"
2017-05-31,62292,"11944","NY","New York","Suffolk","Greenport",9174,525100,0.0135109052306505,0.0414518048393495,0.0612368633791431,0.0697652523272949,0.00553525543189459,"2017-05","2017-Q2",525100,0,"2017-05"
2017-05-31,75370,"39629","MS","Brookhaven","Lincoln","Bogue Chitto",9175,102200,0,-0.00968992248062015,0.0690376569037657,0.00946032862316248,-0.0128409801358816,"2014-08","2014-Q3",129800,-0.212634822804314,"2012-07"
2017-05-31,67592,"23192","VA","Richmond","Hanover","Montpelier",9176,272300,0.00147112909157779,0.0111399925733383,0.0578865578865579,0.0311336517384218,0.00630977502540397,"2017-05","2017-Q2",272300,0,"2017-05"
2017-05-31,60428,"06759","CT","Torrington","Litchfield","Town of Litchfield",9177,308300,0.00390752197981114,0.0078457012095456,-0.00387722132471729,0.0097501250839207,-0.0180510290572604,"2007-12","2007-Q4",378600,-0.185684099313259,"2004-02"
2017-05-31,64263,"15714","PA","Johnstown","Cambria","Northern Cambria",9178,59200,-0.00504201680672269,0.00338983050847458,0.0367775831873905,0.0372774998716277,-0.000168762169434733,"2007-04","2007-Q2",59800,-0.0100334448160535,"2007-04"
2017-05-31,72022,"32466","FL","Panama City","Bay","Youngstown",9179,151700,-0.00328515111695138,-0.0110821382007823,0.0549374130737135,0.0551288994620822,-0.019384121944873,"2006-07","2006-Q3",189400,-0.199049630411827,"2005-03"
2017-05-31,62435,"12158","NY","Albany","Albany","Bethlehem",9180,211500,-0.00657585720995773,-0.00235849056603774,0.0511928429423459,0.0171090397922329,0.00924780700966998,"2017-03","2017-Q1",213300,-0.00843881856540084,"2017-02"
2017-05-31,79732,"49415","MI","Muskegon","Muskegon","Fruitport Township",9181,161600,0.00685358255451713,0.0266836086404066,0.107607950651131,0.0645468420874062,0.0120908920645921,"2017-05","2017-Q2",161600,0,"2017-05"
2017-05-31,62528,"12307","NY","Albany","Schenectady","Schenectady",9182,69400,0.00434153400868307,-0.0028735632183908,0.137704918032787,0.000288433852426939,,"2012-10","2012-Q4",72100,-0.0374479889042996,"2012-06"
2017-05-31,60252,"06335","CT","New London","New London","Ledyard",9183,218500,0.00552231937413714,0.0153345724907063,0.0306603773584906,0.0121466218030863,-0.0185897182922959,"2005-10","2005-Q4",265500,-0.177024482109228,"2004-05"
2017-05-31,94634,"84653","UT","Provo","Utah","Salem",9184,325400,-0.000307219662058372,0.00401110768281395,0.0956228956228956,0.079281415333597,0.00948045343959403,"2009-05","2009-Q2",352200,-0.0760931289040318,"2008-09"
2017-05-31,73970,"36611","AL","Mobile","Mobile","Chickasaw",9185,61600,0.0283806343906511,0.0731707317073171,0.0921985815602837,0.00228835345797385,-0.0198815295666741,"2007-12","2007-Q4",80000,-0.23,"2004-12"
2017-05-31,79569,"49082","MI","Coldwater","Branch","Quincy",9186,108600,-0.0171945701357466,-0.0629853321829163,-0.00731261425959781,0.0717505647837748,0.00628955613382787,"2017-01","2017-Q1",118000,-0.0796610169491525,"2016-10"
2017-05-31,92833,"79104","TX","Amarillo","Potter","Amarillo",9187,64600,0.0352564102564103,0.0784641068447412,0.0875420875420875,0.0395949882075526,0.0101409262855687,"2017-05","2017-Q2",64600,0,"2017-05"
2017-05-31,92783,"79036","TX","Borger","Hutchinson","Fritch",9188,97600,-0.00509683995922528,-0.00509683995922528,-0.0210631895687061,0,,"2010-04","2010-Q2",100000,-0.024,
2017-05-31,94532,"84315","UT","Ogden","Weber","Hooper",9189,295600,0.0112897707834417,0.0401125967628431,0.101341281669151,0.0585562223940033,0.0101899746673533,"2017-05","2017-Q2",295600,0,"2017-05"
2017-05-31,60706,"07513","NJ","New York","Passaic","Paterson",9190,243900,-0.00448979591836735,-0.00122850122850123,0.167544279559598,0.0574092031516629,-0.0415151764141061,"2006-12","2006-Q4",387300,-0.370255615801704,"2004-05"
2017-05-31,72633,"33476","FL","Miami-Fort Lauderdale","Palm Beach","Pahokee",9191,108300,0.00277777777777778,0.0324118207816969,0.0840840840840841,0.0728393566876429,,"2010-08","2010-Q3",115500,-0.0623376623376623,
2017-05-31,79336,"48726","MI",,"Tuscola","Cass City",9192,81200,-0.0157575757575758,-0.0252100840336134,0.0670170827858081,0.0215194351706527,,"2017-03","2017-Q1",83400,-0.026378896882494,"2017-01"
2017-05-31,60242,"06279","CT","Hartford","Tolland","Willington",9193,196000,-0.00608519269776876,-0.00759493670886076,-0.049466537342386,-0.0142664440156722,-0.0235319705675385,"2005-12","2005-Q4",251700,-0.22129519268971,"2003-10"
2017-05-31,76779,"43620","OH","Toledo","Lucas","Toledo",9194,77100,-0.0165816326530612,-0.06318347509113,-0.0665859564164649,0.0353707089033339,,"2017-01","2017-Q1",83100,-0.0722021660649819,"2016-03"
2017-05-31,62963,"13114","NY","Syracuse","Oswego","Town of Mexico",9195,108800,-0.0018348623853211,0.00461680517082179,0.0283553875236295,0.0307740033759327,0.0309686342817612,"2017-04","2017-Q2",109000,-0.0018348623853211,"2017-03"
2017-05-31,81229,"53122","WI","Milwaukee","Waukesha","Elm Grove",9196,372400,0.0114068441064639,0.0103092783505155,0.0264608599779493,0.0330639143340901,0.00619407618513446,"2016-09","2016-Q3",378300,-0.0155960877610362,"2016-08"
2017-05-31,62131,"11516","NY","New York","Nassau","Cedarhurst",9197,712900,-0.000560773867937754,0.00920158550396376,0.170992115637319,0.0737817423867018,0.00687372026529687,"2017-04","2017-Q2",713300,-0.000560773867937754,"2017-04"
2017-05-31,58399,"01519","MA","Worcester","Worcester","Grafton",9198,384000,0.00893326326852338,0.01239124703401,0.0500410172272354,0.0402110208218796,0.00641882490873913,"2005-11","2005-Q4",389000,-0.012853470437018,"2005-03"
2017-05-31,62382,"12077","NY","Albany","Albany","Bethlehem",9199,276000,-0.0128755364806867,-0.0177935943060498,0.0578765810655424,0.0135010792651693,0.00231173149748809,"2017-03","2017-Q1",282100,-0.02162353775257,"2017-01"
2017-05-31,73812,"36278","AL",,"Randolph","Wedowee",9200,166800,0.0054249547920434,0.0214329454990814,0.173821252638987,0.057036038769634,,"2017-05","2017-Q2",166800,0,"2017-05"
2017-05-31,62979,"13135","NY","Syracuse","Oswego","Schroeppel",9201,108500,-0.000920810313075506,-0.000920810313075506,0.0197368421052632,0.00600531077913091,0.0124209259373544,"2017-03","2017-Q1",108800,-0.00275735294117647,"2017-02"
2017-05-31,82192,"55340","MN","Minneapolis-St Paul","Hennepin","Medina",9202,436500,0.0043718361711919,0.012056573150939,0.0447582575394926,0.054357491587214,0.00317027781489365,"2017-05","2017-Q2",436500,0,"2017-05"
2017-05-31,68183,"24517","VA","Lynchburg","Campbell","Altavista",9203,115900,0.00346320346320346,0.0131118881118881,0.0122270742358079,0.0339103567774339,0.00963757833013168,"2015-10","2015-Q4",117500,-0.0136170212765957,"2015-10"
2017-05-31,70942,"30175","GA","Atlanta","Pickens","Talking Rock",9204,161600,0.0118973074514715,0.0365618986529827,0.116793365583967,0.074168920605661,0.00842186744021234,"2017-05","2017-Q2",161600,0,"2017-05"
